year,best_of,player_ht,player_age,player_rank,player_rank_points,opponent_ht,opponent_age,opponent_rank,opponent_rank_points,label,month,rank_diff,age_diff,height_diff,rank_points_diff,player_is_left,opponent_is_left,rounds_remaining,surface_Clay,surface_Grass,tourney_level_A,tourney_level_F,tourney_level_G,tourney_level_M,tourney_level_O
2013,3,188.0,36.0,113.0,462.0,181.0,23.7,90.0,594.0,0,4,23.0,12.3,7.0,-132.0,0,0,5,True,False,True,False,False,False,False
2013,3,180.0,30.9,72.0,680.0,188.0,22.8,89.0,595.0,1,4,-17.0,8.099999999999998,-8.0,85.0,0,0,5,True,False,True,False,False,False,False
2013,3,188.0,22.8,89.0,595.0,180.0,30.9,72.0,680.0,0,4,17.0,-8.099999999999998,8.0,-85.0,0,0,5,True,False,True,False,False,False,False
2013,3,180.0,26.8,81.0,621.0,183.0,31.8,37.0,1075.0,1,4,44.0,-5.0,-3.0,-454.0,0,1,5,True,False,True,False,False,False,False
2013,3,183.0,31.8,37.0,1075.0,180.0,26.8,81.0,621.0,0,4,-44.0,5.0,3.0,454.0,1,0,5,True,False,True,False,False,False,False
2013,3,191.0,26.0,53.0,805.0,183.0,24.9,59.0,784.0,1,4,-6.0,1.1000000000000014,8.0,21.0,0,0,5,True,False,True,False,False,False,False
2013,3,183.0,24.9,59.0,784.0,191.0,26.0,53.0,805.0,0,4,6.0,-1.1000000000000014,-8.0,-21.0,0,0,5,True,False,True,False,False,False,False
2013,3,203.0,25.8,102.0,516.0,178.0,29.0,108.0,483.0,1,4,-6.0,-3.1999999999999993,25.0,33.0,1,0,5,True,False,True,False,False,False,False
2013,3,178.0,29.0,108.0,483.0,203.0,25.8,102.0,516.0,0,4,6.0,3.1999999999999993,-25.0,-33.0,0,1,5,True,False,True,False,False,False,False
2013,3,183.0,31.5,114.0,459.0,185.0,31.2,67.0,723.0,1,4,47.0,0.3000000000000007,-2.0,-264.0,0,0,5,True,False,True,False,False,False,False
2013,3,185.0,31.2,67.0,723.0,183.0,31.5,114.0,459.0,0,4,-47.0,-0.3000000000000007,2.0,264.0,0,0,5,True,False,True,False,False,False,False
2013,3,183.0,26.5,55.0,799.0,188.0,26.0,104.0,515.0,1,4,-49.0,0.5,-5.0,284.0,0,0,5,True,False,True,False,False,False,False
2013,3,188.0,26.0,104.0,515.0,183.0,26.5,55.0,799.0,0,4,49.0,-0.5,5.0,-284.0,0,0,5,True,False,True,False,False,False,False
2013,3,185.0,21.0,294.0,148.0,,26.5,923.0,11.0,1,4,-629.0,-5.5,,137.0,0,0,5,True,False,True,False,False,False,False
2013,3,,26.5,923.0,11.0,185.0,21.0,294.0,148.0,0,4,629.0,5.5,,-137.0,0,0,5,True,False,True,False,False,False,False
2013,3,188.0,21.7,293.0,148.0,180.0,27.2,57.0,790.0,1,4,236.0,-5.5,8.0,-642.0,0,0,5,True,False,True,False,False,False,False
2013,3,180.0,27.2,57.0,790.0,188.0,21.7,293.0,148.0,0,4,-236.0,5.5,-8.0,642.0,0,0,5,True,False,True,False,False,False,False
2013,3,183.0,28.0,17.0,1960.0,188.0,26.0,85.0,608.0,1,4,-68.0,2.0,-5.0,1352.0,0,0,4,True,False,True,False,False,False,False
2013,3,188.0,26.0,85.0,608.0,183.0,28.0,17.0,1960.0,0,4,68.0,-2.0,5.0,-1352.0,0,0,4,True,False,True,False,False,False,False
2013,3,188.0,29.8,99.0,534.0,185.0,29.3,84.0,609.0,1,4,15.0,0.5,3.0,-75.0,0,0,4,True,False,True,False,False,False,False
2013,3,185.0,29.3,84.0,609.0,188.0,29.8,99.0,534.0,0,4,-15.0,-0.5,-3.0,75.0,0,0,4,True,False,True,False,False,False,False
2013,3,196.0,23.9,33.0,1120.0,181.0,23.7,90.0,594.0,1,4,-57.0,0.1999999999999993,15.0,526.0,0,0,4,True,False,True,False,False,False,False
2013,3,181.0,23.7,90.0,594.0,196.0,23.9,33.0,1120.0,0,4,57.0,-0.1999999999999993,-15.0,-526.0,0,0,4,True,False,True,False,False,False,False
2013,3,180.0,30.9,72.0,680.0,180.0,26.8,81.0,621.0,1,4,-9.0,4.099999999999998,0.0,59.0,0,0,4,True,False,True,False,False,False,False
2013,3,180.0,26.8,81.0,621.0,180.0,30.9,72.0,680.0,0,4,9.0,-4.099999999999998,0.0,-59.0,0,0,4,True,False,True,False,False,False,False
2013,3,191.0,26.0,53.0,805.0,203.0,25.8,102.0,516.0,1,4,-49.0,0.1999999999999993,-12.0,289.0,0,1,4,True,False,True,False,False,False,False
2013,3,203.0,25.8,102.0,516.0,191.0,26.0,53.0,805.0,0,4,49.0,-0.1999999999999993,12.0,-289.0,1,0,4,True,False,True,False,False,False,False
2013,3,191.0,23.7,32.0,1120.0,183.0,31.5,114.0,459.0,1,4,-82.0,-7.800000000000001,8.0,661.0,1,0,4,True,False,True,False,False,False,False
2013,3,183.0,31.5,114.0,459.0,191.0,23.7,32.0,1120.0,0,4,82.0,7.800000000000001,-8.0,-661.0,0,1,4,True,False,True,False,False,False,False
2013,3,183.0,26.5,55.0,799.0,185.0,21.0,294.0,148.0,1,4,-239.0,5.5,-2.0,651.0,0,0,4,True,False,True,False,False,False,False
2013,3,185.0,21.0,294.0,148.0,183.0,26.5,55.0,799.0,0,4,239.0,-5.5,2.0,-651.0,0,0,4,True,False,True,False,False,False,False
2013,3,203.0,26.8,29.0,1190.0,188.0,21.7,293.0,148.0,1,4,-264.0,5.100000000000001,15.0,1042.0,0,0,4,True,False,True,False,False,False,False
2013,3,188.0,21.7,293.0,148.0,203.0,26.8,29.0,1190.0,0,4,264.0,-5.100000000000001,-15.0,-1042.0,0,0,4,True,False,True,False,False,False,False
2013,3,183.0,28.0,17.0,1960.0,188.0,29.8,99.0,534.0,1,4,-82.0,-1.8000000000000007,-5.0,1426.0,0,0,3,True,False,True,False,False,False,False
2013,3,188.0,29.8,99.0,534.0,183.0,28.0,17.0,1960.0,0,4,82.0,1.8000000000000007,5.0,-1426.0,0,0,3,True,False,True,False,False,False,False
2013,3,180.0,30.9,72.0,680.0,196.0,23.9,33.0,1120.0,1,4,39.0,7.0,-16.0,-440.0,0,0,3,True,False,True,False,False,False,False
2013,3,196.0,23.9,33.0,1120.0,180.0,30.9,72.0,680.0,0,4,-39.0,-7.0,16.0,440.0,0,0,3,True,False,True,False,False,False,False
2013,3,191.0,23.7,32.0,1120.0,191.0,26.0,53.0,805.0,1,4,-21.0,-2.3000000000000007,0.0,315.0,1,0,3,True,False,True,False,False,False,False
2013,3,191.0,26.0,53.0,805.0,191.0,23.7,32.0,1120.0,0,4,21.0,2.3000000000000007,0.0,-315.0,0,1,3,True,False,True,False,False,False,False
2013,3,203.0,26.8,29.0,1190.0,183.0,26.5,55.0,799.0,1,4,-26.0,0.3000000000000007,20.0,391.0,0,0,3,True,False,True,False,False,False,False
2013,3,183.0,26.5,55.0,799.0,203.0,26.8,29.0,1190.0,0,4,26.0,-0.3000000000000007,-20.0,-391.0,0,0,3,True,False,True,False,False,False,False
2013,3,180.0,30.9,72.0,680.0,183.0,28.0,17.0,1960.0,1,4,55.0,2.8999999999999986,-3.0,-1280.0,0,0,2,True,False,True,False,False,False,False
2013,3,183.0,28.0,17.0,1960.0,180.0,30.9,72.0,680.0,0,4,-55.0,-2.8999999999999986,3.0,1280.0,0,0,2,True,False,True,False,False,False,False
2013,3,203.0,26.8,29.0,1190.0,191.0,23.7,32.0,1120.0,1,4,-3.0,3.1000000000000014,12.0,70.0,0,1,2,True,False,True,False,False,False,False
2013,3,191.0,23.7,32.0,1120.0,203.0,26.8,29.0,1190.0,0,4,3.0,-3.1000000000000014,-12.0,-70.0,1,0,2,True,False,True,False,False,False,False
2013,3,180.0,30.9,72.0,680.0,203.0,26.8,29.0,1190.0,1,4,43.0,4.099999999999998,-23.0,-510.0,0,0,1,True,False,True,False,False,False,False
2013,3,203.0,26.8,29.0,1190.0,180.0,30.9,72.0,680.0,0,4,-43.0,-4.099999999999998,23.0,510.0,0,0,1,True,False,True,False,False,False,False
2013,3,193.0,26.6,103.0,515.0,185.0,33.2,91.0,589.0,1,4,12.0,-6.600000000000001,8.0,-74.0,0,0,5,True,False,True,False,False,False,False
2013,3,185.0,33.2,91.0,589.0,193.0,26.6,103.0,515.0,0,4,-12.0,6.600000000000001,-8.0,74.0,0,0,5,True,False,True,False,False,False,False
2013,3,173.0,29.4,107.0,484.0,178.0,20.6,205.0,231.0,1,4,-98.0,8.799999999999997,-5.0,253.0,0,0,5,True,False,True,False,False,False,False
2013,3,178.0,20.6,205.0,231.0,173.0,29.4,107.0,484.0,0,4,98.0,-8.799999999999997,5.0,-253.0,0,0,5,True,False,True,False,False,False,False
2013,3,183.0,31.3,62.0,761.0,188.0,22.7,296.0,148.0,1,4,-234.0,8.600000000000001,-5.0,613.0,0,1,5,True,False,True,False,False,False,False
2013,3,188.0,22.7,296.0,148.0,183.0,31.3,62.0,761.0,0,4,234.0,-8.600000000000001,5.0,-613.0,1,0,5,True,False,True,False,False,False,False
2013,3,185.0,22.0,144.0,374.0,183.0,22.8,101.0,527.0,1,4,43.0,-0.8000000000000007,2.0,-153.0,0,1,5,True,False,True,False,False,False,False
2013,3,183.0,22.8,101.0,527.0,185.0,22.0,144.0,374.0,0,4,-43.0,0.8000000000000007,-2.0,153.0,1,0,5,True,False,True,False,False,False,False
2013,3,183.0,35.2,117.0,447.0,180.0,28.1,210.0,227.0,1,4,-93.0,7.100000000000001,3.0,220.0,0,0,5,True,False,True,False,False,False,False
2013,3,180.0,28.1,210.0,227.0,183.0,35.2,117.0,447.0,0,4,93.0,-7.100000000000001,-3.0,-220.0,0,0,5,True,False,True,False,False,False,False
2013,3,188.0,29.3,30.0,1160.0,188.0,23.2,130.0,405.0,1,4,-100.0,6.100000000000001,0.0,755.0,1,0,5,True,False,True,False,False,False,False
2013,3,188.0,23.2,130.0,405.0,188.0,29.3,30.0,1160.0,0,4,100.0,-6.100000000000001,0.0,-755.0,0,1,5,True,False,True,False,False,False,False
2013,3,183.0,30.5,283.0,160.0,173.0,34.9,73.0,677.0,1,4,210.0,-4.399999999999999,10.0,-517.0,0,0,5,True,False,True,False,False,False,False
2013,3,173.0,34.9,73.0,677.0,183.0,30.5,283.0,160.0,0,4,-210.0,4.399999999999999,-10.0,517.0,0,0,5,True,False,True,False,False,False,False
2013,3,183.0,27.2,94.0,578.0,180.0,32.1,82.0,610.0,1,4,12.0,-4.900000000000002,3.0,-32.0,0,0,5,True,False,True,False,False,False,False
2013,3,180.0,32.1,82.0,610.0,183.0,27.2,94.0,578.0,0,4,-12.0,4.900000000000002,-3.0,32.0,0,0,5,True,False,True,False,False,False,False
2013,3,175.0,25.2,124.0,427.0,193.0,26.9,156.0,333.0,1,4,-32.0,-1.6999999999999993,-18.0,94.0,0,0,5,True,False,True,False,False,False,False
2013,3,193.0,26.9,156.0,333.0,175.0,25.2,124.0,427.0,0,4,32.0,1.6999999999999993,18.0,-94.0,0,0,5,True,False,True,False,False,False,False
2013,3,208.0,27.9,23.0,1500.0,185.0,20.9,93.0,579.0,1,4,-70.0,7.0,23.0,921.0,0,0,5,True,False,True,False,False,False,False
2013,3,185.0,20.9,93.0,579.0,208.0,27.9,23.0,1500.0,0,4,70.0,-7.0,-23.0,-921.0,0,0,5,True,False,True,False,False,False,False
2013,3,191.0,20.5,119.0,440.0,183.0,22.6,189.0,254.0,1,4,-70.0,-2.1000000000000014,8.0,186.0,0,1,5,True,False,True,False,False,False,False
2013,3,183.0,22.6,189.0,254.0,191.0,20.5,119.0,440.0,0,4,70.0,2.1000000000000014,-8.0,-186.0,1,0,5,True,False,True,False,False,False,False
2013,3,175.0,22.7,77.0,653.0,175.0,25.4,96.0,561.0,1,4,-19.0,-2.6999999999999993,0.0,92.0,0,1,5,True,False,True,False,False,False,False
2013,3,175.0,25.4,96.0,561.0,175.0,22.7,77.0,653.0,0,4,19.0,2.6999999999999993,0.0,-92.0,1,0,5,True,False,True,False,False,False,False
2013,3,183.0,27.6,12.0,2390.0,193.0,26.6,103.0,515.0,1,4,-91.0,1.0,-10.0,1875.0,0,0,4,True,False,True,False,False,False,False
2013,3,193.0,26.6,103.0,515.0,183.0,27.6,12.0,2390.0,0,4,91.0,-1.0,10.0,-1875.0,0,0,4,True,False,True,False,False,False,False
2013,3,183.0,31.3,62.0,761.0,173.0,29.4,107.0,484.0,1,4,-45.0,1.9000000000000021,10.0,277.0,0,0,4,True,False,True,False,False,False,False
2013,3,173.0,29.4,107.0,484.0,183.0,31.3,62.0,761.0,0,4,45.0,-1.9000000000000021,-10.0,-277.0,0,0,4,True,False,True,False,False,False,False
2013,3,185.0,22.0,144.0,374.0,208.0,34.1,136.0,395.0,1,4,8.0,-12.100000000000001,-23.0,-21.0,0,0,4,True,False,True,False,False,False,False
2013,3,208.0,34.1,136.0,395.0,185.0,22.0,144.0,374.0,0,4,-8.0,12.100000000000001,23.0,21.0,0,0,4,True,False,True,False,False,False,False
2013,3,183.0,35.2,117.0,447.0,188.0,29.3,30.0,1160.0,1,4,87.0,5.900000000000002,-5.0,-713.0,0,1,4,True,False,True,False,False,False,False
2013,3,188.0,29.3,30.0,1160.0,183.0,35.2,117.0,447.0,0,4,-87.0,-5.900000000000002,5.0,713.0,1,0,4,True,False,True,False,False,False,False
2013,3,183.0,30.5,283.0,160.0,183.0,27.2,94.0,578.0,1,4,189.0,3.3000000000000007,0.0,-418.0,0,0,4,True,False,True,False,False,False,False
2013,3,183.0,27.2,94.0,578.0,183.0,30.5,283.0,160.0,0,4,-189.0,-3.3000000000000007,0.0,418.0,0,0,4,True,False,True,False,False,False,False
2013,3,185.0,29.0,18.0,1900.0,175.0,25.2,124.0,427.0,1,4,-106.0,3.8000000000000007,10.0,1473.0,0,0,4,True,False,True,False,False,False,False
2013,3,175.0,25.2,124.0,427.0,185.0,29.0,18.0,1900.0,0,4,106.0,-3.8000000000000007,-10.0,-1473.0,0,0,4,True,False,True,False,False,False,False
2013,3,208.0,27.9,23.0,1500.0,191.0,20.5,119.0,440.0,1,4,-96.0,7.399999999999999,17.0,1060.0,0,0,4,True,False,True,False,False,False,False
2013,3,191.0,20.5,119.0,440.0,208.0,27.9,23.0,1500.0,0,4,96.0,-7.399999999999999,-17.0,-1060.0,0,0,4,True,False,True,False,False,False,False
2013,3,175.0,22.7,77.0,653.0,188.0,35.0,14.0,2260.0,1,4,63.0,-12.3,-13.0,-1607.0,0,0,4,True,False,True,False,False,False,False
2013,3,188.0,35.0,14.0,2260.0,175.0,22.7,77.0,653.0,0,4,-63.0,12.3,13.0,1607.0,0,0,4,True,False,True,False,False,False,False
2013,3,183.0,27.6,12.0,2390.0,183.0,31.3,62.0,761.0,1,4,-50.0,-3.6999999999999993,0.0,1629.0,0,0,3,True,False,True,False,False,False,False
2013,3,183.0,31.3,62.0,761.0,183.0,27.6,12.0,2390.0,0,4,50.0,3.6999999999999993,0.0,-1629.0,0,0,3,True,False,True,False,False,False,False
2013,3,185.0,22.0,144.0,374.0,183.0,35.2,117.0,447.0,1,4,27.0,-13.200000000000003,2.0,-73.0,0,0,3,True,False,True,False,False,False,False
2013,3,183.0,35.2,117.0,447.0,185.0,22.0,144.0,374.0,0,4,-27.0,13.200000000000003,-2.0,73.0,0,0,3,True,False,True,False,False,False,False
2013,3,185.0,29.0,18.0,1900.0,183.0,30.5,283.0,160.0,1,4,-265.0,-1.5,2.0,1740.0,0,0,3,True,False,True,False,False,False,False
2013,3,183.0,30.5,283.0,160.0,185.0,29.0,18.0,1900.0,0,4,265.0,1.5,-2.0,-1740.0,0,0,3,True,False,True,False,False,False,False
2013,3,208.0,27.9,23.0,1500.0,175.0,22.7,77.0,653.0,1,4,-54.0,5.199999999999999,33.0,847.0,0,0,3,True,False,True,False,False,False,False
2013,3,175.0,22.7,77.0,653.0,208.0,27.9,23.0,1500.0,0,4,54.0,-5.199999999999999,-33.0,-847.0,0,0,3,True,False,True,False,False,False,False
2013,3,183.0,27.6,12.0,2390.0,185.0,22.0,144.0,374.0,1,4,-132.0,5.600000000000001,-2.0,2016.0,0,0,2,True,False,True,False,False,False,False
2013,3,185.0,22.0,144.0,374.0,183.0,27.6,12.0,2390.0,0,4,132.0,-5.600000000000001,2.0,-2016.0,0,0,2,True,False,True,False,False,False,False
2013,3,208.0,27.9,23.0,1500.0,185.0,29.0,18.0,1900.0,1,4,5.0,-1.1000000000000014,23.0,-400.0,0,0,2,True,False,True,False,False,False,False
2013,3,185.0,29.0,18.0,1900.0,208.0,27.9,23.0,1500.0,0,4,-5.0,1.1000000000000014,-23.0,400.0,0,0,2,True,False,True,False,False,False,False
2013,3,208.0,27.9,23.0,1500.0,183.0,27.6,12.0,2390.0,1,4,11.0,0.29999999999999716,25.0,-890.0,0,0,1,True,False,True,False,False,False,False
2013,3,183.0,27.6,12.0,2390.0,208.0,27.9,23.0,1500.0,0,4,-11.0,-0.29999999999999716,-25.0,890.0,0,0,1,True,False,True,False,False,False,False
2013,3,183.0,30.8,27.0,1220.0,185.0,27.6,51.0,837.0,1,4,-24.0,3.1999999999999993,-2.0,383.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,27.6,51.0,837.0,183.0,30.8,27.0,1220.0,0,4,24.0,-3.1999999999999993,2.0,-383.0,0,0,6,True,False,False,False,False,True,False
2013,3,190.0,24.6,56.0,791.0,208.0,27.9,23.0,1600.0,1,4,33.0,-3.299999999999997,-18.0,-809.0,0,0,6,True,False,False,False,False,True,False
2013,3,208.0,27.9,23.0,1600.0,190.0,24.6,56.0,791.0,0,4,-33.0,3.299999999999997,18.0,809.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,29.0,20.0,1740.0,191.0,23.7,28.0,1205.0,1,4,-8.0,5.300000000000001,-6.0,535.0,0,1,6,True,False,False,False,False,True,False
2013,3,191.0,23.7,28.0,1205.0,185.0,29.0,20.0,1740.0,0,4,8.0,-5.300000000000001,6.0,-535.0,1,0,6,True,False,False,False,False,True,False
2013,3,196.0,22.2,15.0,2225.0,185.0,31.3,29.0,1200.0,1,4,-14.0,-9.100000000000001,11.0,1025.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,31.3,29.0,1200.0,196.0,22.2,15.0,2225.0,0,4,14.0,9.100000000000001,-11.0,-1025.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,31.7,49.0,860.0,193.0,27.1,45.0,905.0,1,4,4.0,4.599999999999998,-8.0,-45.0,1,0,6,True,False,False,False,False,True,False
2013,3,193.0,27.1,45.0,905.0,185.0,31.7,49.0,860.0,0,4,-4.0,-4.599999999999998,8.0,45.0,0,1,6,True,False,False,False,False,True,False
2013,3,180.0,24.4,22.0,1635.0,196.0,20.4,44.0,910.0,1,4,-22.0,4.0,-16.0,725.0,0,0,6,True,False,False,False,False,True,False
2013,3,196.0,20.4,44.0,910.0,180.0,24.4,22.0,1635.0,0,4,22.0,-4.0,16.0,-725.0,0,0,6,True,False,False,False,False,True,False
2013,3,191.0,27.0,35.0,1090.0,198.0,31.7,57.0,789.0,1,4,-22.0,-4.699999999999999,-7.0,301.0,0,0,6,True,False,False,False,False,True,False
2013,3,198.0,31.7,57.0,789.0,191.0,27.0,35.0,1090.0,0,4,22.0,4.699999999999999,7.0,-301.0,0,0,6,True,False,False,False,False,True,False
2013,3,188.0,25.2,67.0,705.0,185.0,34.3,46.0,880.0,1,4,21.0,-9.099999999999998,3.0,-175.0,1,0,6,True,False,False,False,False,True,False
2013,3,185.0,34.3,46.0,880.0,188.0,25.2,67.0,705.0,0,4,-21.0,9.099999999999998,-3.0,175.0,0,1,6,True,False,False,False,False,True,False
2013,3,178.0,25.8,32.0,1135.0,190.0,29.1,18.0,1895.0,1,4,14.0,-3.3000000000000007,-12.0,-760.0,0,0,6,True,False,False,False,False,True,False
2013,3,190.0,29.1,18.0,1895.0,178.0,25.8,32.0,1135.0,0,4,-14.0,3.3000000000000007,12.0,760.0,0,0,6,True,False,False,False,False,True,False
2013,3,198.0,24.5,11.0,2675.0,188.0,27.9,40.0,973.0,1,4,-29.0,-3.3999999999999986,10.0,1702.0,0,1,6,True,False,False,False,False,True,False
2013,3,188.0,27.9,40.0,973.0,198.0,24.5,11.0,2675.0,0,4,29.0,3.3999999999999986,-10.0,-1702.0,1,0,6,True,False,False,False,False,True,False
2013,3,203.0,26.9,26.0,1295.0,203.0,22.4,24.0,1404.0,1,4,2.0,4.5,0.0,-109.0,0,0,6,True,False,False,False,False,True,False
2013,3,203.0,22.4,24.0,1404.0,203.0,26.9,26.0,1295.0,0,4,-2.0,-4.5,0.0,109.0,0,0,6,True,False,False,False,False,True,False
2013,3,196.0,23.9,33.0,1120.0,183.0,28.2,55.0,803.0,1,4,-22.0,-4.300000000000001,13.0,317.0,0,0,6,True,False,False,False,False,True,False
2013,3,183.0,28.2,55.0,803.0,196.0,23.9,33.0,1120.0,0,4,22.0,4.300000000000001,-13.0,-317.0,0,0,6,True,False,False,False,False,True,False
2013,3,191.0,21.9,34.0,1112.0,185.0,32.7,53.0,831.0,1,4,-19.0,-10.800000000000004,6.0,281.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,32.7,53.0,831.0,191.0,21.9,34.0,1112.0,0,4,19.0,10.800000000000004,-6.0,-281.0,0,0,6,True,False,False,False,False,True,False
2013,3,190.0,29.5,30.0,1195.0,185.0,30.2,589.0,42.0,1,4,-559.0,-0.6999999999999993,5.0,1153.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,30.2,589.0,42.0,190.0,29.5,30.0,1195.0,0,4,559.0,0.6999999999999993,-5.0,-1153.0,0,0,6,True,False,False,False,False,True,False
2013,3,183.0,25.0,59.0,784.0,183.0,28.2,13.0,2390.0,1,4,46.0,-3.1999999999999993,0.0,-1606.0,0,0,6,True,False,False,False,False,True,False
2013,3,183.0,28.2,13.0,2390.0,183.0,25.0,59.0,784.0,0,4,-46.0,3.1999999999999993,0.0,1606.0,0,0,6,True,False,False,False,False,True,False
2013,3,178.0,29.4,21.0,1670.0,188.0,25.2,39.0,987.0,1,4,-18.0,4.199999999999999,-10.0,683.0,0,1,6,True,False,False,False,False,True,False
2013,3,188.0,25.2,39.0,987.0,178.0,29.4,21.0,1670.0,0,4,18.0,-4.199999999999999,10.0,-683.0,1,0,6,True,False,False,False,False,True,False
2013,3,180.0,27.2,96.0,540.0,188.0,26.1,25.0,1295.0,1,4,71.0,1.0999999999999979,-8.0,-755.0,0,0,6,True,False,False,False,False,True,False
2013,3,188.0,26.1,25.0,1295.0,180.0,27.2,96.0,540.0,0,4,-71.0,-1.0999999999999979,8.0,755.0,0,0,6,True,False,False,False,False,True,False
2013,3,194.0,27.6,54.0,827.0,188.0,29.4,31.0,1175.0,1,4,23.0,-1.7999999999999972,6.0,-348.0,0,1,6,True,False,False,False,False,True,False
2013,3,188.0,29.4,31.0,1175.0,194.0,27.6,54.0,827.0,0,4,-23.0,1.7999999999999972,-6.0,348.0,1,0,6,True,False,False,False,False,True,False
2013,3,178.0,31.8,41.0,950.0,196.0,25.7,73.0,674.0,1,4,-32.0,6.100000000000001,-18.0,276.0,0,0,6,True,False,False,False,False,True,False
2013,3,196.0,25.7,73.0,674.0,178.0,31.8,41.0,950.0,0,4,32.0,-6.100000000000001,18.0,-276.0,0,0,6,True,False,False,False,False,True,False
2013,3,183.0,31.8,36.0,1075.0,188.0,27.5,177.0,283.0,1,4,-141.0,4.300000000000001,-5.0,792.0,1,0,6,True,False,False,False,False,True,False
2013,3,188.0,27.5,177.0,283.0,183.0,31.8,36.0,1075.0,0,4,141.0,-4.300000000000001,5.0,-792.0,0,1,6,True,False,False,False,False,True,False
2013,3,183.0,27.6,12.0,2450.0,180.0,22.3,64.0,732.0,1,4,-52.0,5.300000000000001,3.0,1718.0,0,0,6,True,False,False,False,False,True,False
2013,3,180.0,22.3,64.0,732.0,183.0,27.6,12.0,2450.0,0,4,52.0,-5.300000000000001,-3.0,-1718.0,0,0,6,True,False,False,False,False,True,False
2013,3,183.0,28.0,17.0,2005.0,185.0,26.6,48.0,865.0,1,4,-31.0,1.3999999999999986,-2.0,1140.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,26.6,48.0,865.0,183.0,28.0,17.0,2005.0,0,4,31.0,-1.3999999999999986,2.0,-1140.0,0,0,6,True,False,False,False,False,True,False
2013,3,175.0,32.3,83.0,605.0,193.0,26.6,105.0,515.0,1,4,-22.0,5.699999999999996,-18.0,90.0,0,0,6,True,False,False,False,False,True,False
2013,3,193.0,26.6,105.0,515.0,175.0,32.3,83.0,605.0,0,4,22.0,-5.699999999999996,18.0,-90.0,0,0,6,True,False,False,False,False,True,False
2013,3,185.0,29.3,81.0,613.0,191.0,26.0,50.0,850.0,1,4,31.0,3.3000000000000007,-6.0,-237.0,0,0,6,True,False,False,False,False,True,False
2013,3,191.0,26.0,50.0,850.0,185.0,29.3,81.0,613.0,0,4,-31.0,-3.3000000000000007,6.0,237.0,0,0,6,True,False,False,False,False,True,False
2013,3,188.0,25.9,1.0,12500.0,183.0,30.8,27.0,1220.0,1,4,-26.0,-4.900000000000002,5.0,11280.0,0,0,5,True,False,False,False,False,True,False
2013,3,183.0,30.8,27.0,1220.0,188.0,25.9,1.0,12500.0,0,4,26.0,4.900000000000002,-5.0,-11280.0,0,0,5,True,False,False,False,False,True,False
2013,3,185.0,29.0,20.0,1740.0,190.0,24.6,56.0,791.0,1,4,-36.0,4.399999999999999,-5.0,949.0,0,0,5,True,False,False,False,False,True,False
2013,3,190.0,24.6,56.0,791.0,185.0,29.0,20.0,1740.0,0,4,36.0,-4.399999999999999,5.0,-949.0,0,0,5,True,False,False,False,False,True,False
2013,3,185.0,31.7,49.0,860.0,196.0,22.2,15.0,2225.0,1,4,34.0,9.5,-11.0,-1365.0,1,0,5,True,False,False,False,False,True,False
2013,3,196.0,22.2,15.0,2225.0,185.0,31.7,49.0,860.0,0,4,-34.0,-9.5,11.0,1365.0,0,1,5,True,False,False,False,False,True,False
2013,3,198.0,24.5,7.0,4750.0,180.0,24.4,22.0,1635.0,1,4,-15.0,0.10000000000000142,18.0,3115.0,0,0,5,True,False,False,False,False,True,False
2013,3,180.0,24.4,22.0,1635.0,198.0,24.5,7.0,4750.0,0,4,15.0,-0.10000000000000142,-18.0,-3115.0,0,0,5,True,False,False,False,False,True,False
2013,3,196.0,27.5,6.0,5015.0,191.0,27.0,35.0,1090.0,1,4,-29.0,0.5,5.0,3925.0,0,0,5,True,False,False,False,False,True,False
2013,3,191.0,27.0,35.0,1090.0,196.0,27.5,6.0,5015.0,0,4,29.0,-0.5,-5.0,-3925.0,0,0,5,True,False,False,False,False,True,False
2013,3,178.0,25.8,32.0,1135.0,188.0,25.2,67.0,705.0,1,4,-35.0,0.6000000000000014,-10.0,430.0,0,1,5,True,False,False,False,False,True,False
2013,3,188.0,25.2,67.0,705.0,178.0,25.8,32.0,1135.0,0,4,35.0,-0.6000000000000014,10.0,-430.0,1,0,5,True,False,False,False,False,True,False
2013,3,198.0,24.5,11.0,2675.0,203.0,26.9,26.0,1295.0,1,4,-15.0,-2.3999999999999986,-5.0,1380.0,0,0,5,True,False,False,False,False,True,False
2013,3,203.0,26.9,26.0,1295.0,198.0,24.5,11.0,2675.0,0,4,15.0,2.3999999999999986,5.0,-1380.0,0,0,5,True,False,False,False,False,True,False
2013,3,183.0,26.8,9.0,3230.0,196.0,23.9,33.0,1120.0,1,4,-24.0,2.900000000000002,-13.0,2110.0,0,0,5,True,False,False,False,False,True,False
2013,3,196.0,23.9,33.0,1120.0,183.0,26.8,9.0,3230.0,0,4,24.0,-2.900000000000002,13.0,-2110.0,0,0,5,True,False,False,False,False,True,False
